combo,tails,circuits,max_tail,max_circuit,circuit_lengths,tail_lengths,edge_selection
0110000000,3384,6026,10406,25653,"[12, 13, 14, 36, 318, 723, 1323, 3825, 9363, 25653]","{9: 988, 16: 306, 8: 492, 20: 306, 4: 495, 24: 115, 60: 73, 64: 118, 171: 73, 12: 118, 987: 21, 45: 71, 432: 18, 873: 18, 153: 70, 232: 29, 3314: 5, 139: 16, 1446: 16, 1314: 19, 1966: 3, 1855: 5, 10406: 2, 807: 5, 1: 1, 13: 1}",023678
0110000010,3384,6560,10758,25680,"[4, 12, 120, 298, 720, 1338, 3822, 9378, 25680]","{6: 1597, 8: 492, 32: 377, 4: 495, 68: 115, 1174: 21, 28: 118, 140: 73, 586: 18, 248: 29, 3482: 5, 1860: 11, 380: 16, 2306: 3, 2198: 5, 2448: 5, 10758: 2, 1: 1, 3: 1}",023678
0110001000,3384,38778,6033,14361,"[5, 6, 72, 160, 387, 768, 2145, 5229, 14361]","{19: 377, 2: 1293, 4: 1291, 48: 115, 677: 21, 24: 118, 91: 73, 347: 18, 163: 29, 1978: 5, 1062: 11, 220: 16, 1318: 3, 1246: 5, 1392: 5, 6033: 2, 1: 1, 9: 1}",023678
0110001010,3384,11596,32219,390,"[6, 378, 390]","{34: 377, 2: 1293, 4: 1291, 582: 18, 76: 89, 126: 118, 192: 26, 252: 26, 420: 55, 364: 18, 62: 29, 7176: 3, 1920: 13, 3172: 8, 3670: 8, 22664: 1, 1072: 3, 19448: 3, 13006: 2, 32219: 1, 1: 1, 72: 1}",023678
0111000000,3384,6559,9904,23682,"[12, 13, 93, 280, 666, 1230, 3525, 8649, 23682]","{10: 1597, 8: 492, 24: 377, 4: 495, 42: 115, 1067: 21, 11: 118, 114: 73, 524: 18, 213: 29, 3195: 5, 1699: 11, 336: 16, 2109: 3, 2010: 5, 2242: 5, 9904: 2, 1: 1, 12: 1}",023678
0111000010,3384,29493,8058,19236,"[4, 12, 96, 222, 540, 1002, 2862, 7026, 19236]","{6: 1597, 8: 492, 20: 495, 4: 495, 52: 115, 878: 21, 104: 73, 438: 18, 184: 29, 2606: 5, 1392: 11, 284: 16, 1726: 3, 1646: 5, 1832: 5, 8058: 2, 1: 1, 3: 1}",023678
0111001000,3384,33427,2821,6729,"[5, 6, 26, 54, 120, 207, 342, 978, 2490, 6729]","{18: 377, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1, 25: 1}",023678
0111001010,3384,10493,4286,10224,"[6, 14, 22, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 21: 1}",023678
0200000000,3384,5720,32042,396,"[12, 13, 14, 384, 396]","{9: 1597, 19: 377, 8: 492, 4: 495, 561: 18, 46: 89, 110: 118, 172: 26, 238: 26, 411: 55, 324: 18, 40: 29, 7137: 3, 1870: 13, 3138: 5, 3644: 8, 3139: 3, 22537: 1, 1031: 3, 19341: 3, 12919: 2, 32042: 1, 1: 1, 59: 1}",023678
0200000010,3384,7435,6278,3666,"[4, 12, 44, 102, 192, 546, 1338, 3666]","{6: 1597, 8: 492, 170: 89, 4: 495, 22: 306, 86: 73, 38: 118, 500: 26, 268: 45, 56: 71, 3074: 5, 316: 18, 352: 26, 1538: 5, 332: 8, 5056: 3, 1076: 3, 6278: 1, 6262: 1, 1: 1, 3: 1}",023678
0200001000,3384,34873,6663,15876,"[5, 6, 72, 180, 432, 843, 2370, 5784, 15876]","{24: 495, 2: 1293, 4: 1291, 48: 115, 742: 21, 96: 73, 377: 18, 173: 29, 2178: 5, 1167: 11, 240: 16, 1448: 3, 1371: 5, 1532: 5, 6663: 2, 1: 1, 9: 1}",023678
0200001010,3384,16167,12802,7488,"[4, 6, 70, 80, 90, 684, 1618, 7488]","{50: 376, 2: 1293, 4: 1291, 138: 89, 60: 115, 30: 118, 356: 26, 6500: 5, 128: 29, 734: 18, 3230: 5, 1384: 8, 10306: 3, 2044: 3, 12802: 1, 12152: 1, 1: 1, 37: 1, 80: 1}",023678
0201000000,3384,2654,10902,26001,"[12, 153, 292, 723, 1365, 3870, 9492, 26001]","{10: 1597, 8: 492, 17: 377, 4: 495, 82: 115, 1196: 21, 31: 118, 147: 73, 602: 18, 259: 29, 3535: 5, 1892: 11, 388: 16, 2347: 3, 2235: 5, 2486: 5, 10902: 2, 1: 1, 1364: 1}",023678
0201000010,3384,30368,4754,2778,"[4, 12, 32, 78, 144, 414, 1014, 2778]","{6: 1597, 8: 492, 126: 89, 4: 495, 14: 306, 62: 73, 26: 118, 376: 26, 200: 45, 40: 71, 2326: 5, 236: 18, 264: 26, 1162: 5, 248: 8, 3828: 3, 812: 3, 4754: 1, 4742: 1, 1: 1, 3: 1}",023678
0201001000,3384,29522,2821,6729,"[5, 6, 31, 54, 120, 207, 342, 978, 2490, 6729]","{18: 377, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1, 30: 1}",023678
0201001010,3384,14398,4286,10224,"[4, 6, 10, 22, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 9: 1}",023678
0210000000,3384,6027,10674,25407,"[12, 13, 14, 36, 294, 645, 1401, 3822, 9204, 25407]","{9: 988, 19: 377, 8: 492, 4: 495, 65: 89, 25: 306, 24: 115, 30: 73, 91: 144, 12: 118, 937: 21, 458: 18, 925: 18, 479: 29, 40: 30, 3417: 5, 1304: 16, 240: 16, 1392: 18, 2367: 3, 2205: 5, 10674: 2, 924: 5, 1: 1}",023678
0210000010,3384,3530,6590,3846,"[12, 48, 114, 192, 570, 1410, 3846]","{6: 1597, 8: 492, 178: 89, 4: 495, 26: 306, 90: 73, 38: 118, 520: 26, 280: 45, 64: 71, 3226: 5, 332: 18, 368: 26, 1614: 5, 344: 8, 5308: 3, 1132: 3, 6590: 1, 6578: 1, 1: 1, 3: 1}",023678
0210001000,3384,38778,6193,14766,"[5, 6, 57, 170, 402, 783, 2205, 5379, 14766]","{24: 377, 2: 1293, 4: 1291, 38: 115, 687: 21, 19: 118, 86: 73, 347: 18, 158: 29, 2023: 5, 1082: 11, 220: 16, 1343: 3, 1271: 5, 1422: 5, 6193: 2, 1: 1, 9: 1}",023678
0210001010,3384,12262,13174,7704,"[6, 74, 88, 102, 708, 1670, 7704]","{54: 376, 2: 1293, 4: 1291, 142: 89, 68: 115, 34: 118, 364: 26, 6684: 5, 128: 29, 746: 18, 3314: 5, 1408: 8, 10606: 3, 2100: 3, 13174: 1, 12512: 1, 1: 1, 37: 1, 80: 1}",023678
0211000000,3384,6559,9022,21561,"[12, 20, 93, 252, 603, 1125, 3210, 7872, 21561]","{10: 1597, 8: 492, 17: 377, 4: 495, 42: 115, 976: 21, 11: 118, 107: 73, 482: 18, 199: 29, 2915: 5, 1552: 11, 308: 16, 1927: 3, 1835: 5, 2046: 5, 9022: 2, 1: 1, 19: 1}",023678
0211000010,3384,26463,5066,2958,"[4, 12, 36, 90, 144, 438, 1086, 2958]","{6: 1597, 8: 492, 134: 89, 4: 495, 18: 306, 66: 73, 26: 118, 396: 26, 212: 45, 48: 71, 2478: 5, 252: 18, 280: 26, 1238: 5, 260: 8, 4080: 3, 868: 3, 5066: 1, 5058: 1, 1: 1, 3: 1}",023678
0211001000,3384,33427,2821,6729,"[5, 6, 26, 54, 120, 207, 342, 978, 2490, 6729]","{18: 377, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1, 25: 1}",023678
0211001010,3384,10493,4286,10224,"[6, 10, 26, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 9: 1}",023678
0300000000,3384,7155,5016,11865,"[12, 13, 14, 114, 115, 116, 187, 339, 627, 1746, 4356, 11865]","{9: 1597, 564: 21, 8: 492, 20: 306, 4: 495, 59: 233, 95: 73, 304: 18, 58: 71, 129: 29, 1615: 5, 886: 11, 208: 16, 1095: 3, 1061: 5, 1146: 5, 5016: 2, 1: 1, 24: 1}",023678
0300000010,3384,11340,6034,3522,"[4, 12, 44, 102, 180, 522, 1290, 3522]","{6: 1597, 8: 492, 162: 89, 4: 495, 22: 306, 82: 73, 34: 118, 476: 26, 256: 45, 56: 71, 2954: 5, 304: 18, 336: 26, 1478: 5, 316: 8, 4860: 3, 1036: 3, 6034: 1, 6022: 1, 1: 1, 3: 1}",023678
0300001000,3384,38778,6033,14361,"[5, 6, 72, 160, 387, 768, 2145, 5229, 14361]","{19: 377, 2: 1293, 4: 1291, 48: 115, 677: 21, 24: 118, 91: 73, 347: 18, 163: 29, 1978: 5, 1062: 11, 220: 16, 1318: 3, 1246: 5, 1392: 5, 6033: 2, 1: 1, 9: 1}",023678
0300001010,3384,15844,9652,22998,"[4, 6, 90, 262, 618, 1230, 3438, 8370, 22998]","{34: 377, 2: 1293, 4: 1291, 60: 115, 1078: 21, 30: 118, 138: 73, 548: 18, 256: 29, 3164: 5, 1694: 11, 344: 16, 2104: 3, 1986: 5, 2224: 5, 9652: 2, 1: 1, 19: 1}",023678
0301000000,3384,3529,6582,3846,"[12, 48, 114, 192, 570, 1410, 3846]","{10: 1597, 8: 492, 170: 89, 4: 495, 18: 306, 82: 73, 30: 118, 512: 26, 272: 45, 56: 71, 3218: 5, 324: 18, 360: 26, 1606: 5, 336: 8, 5300: 3, 1124: 3, 6582: 1, 6570: 1, 1: 1, 191: 1}",023678
0301000010,3384,34273,4510,2634,"[4, 12, 32, 78, 132, 390, 966, 2634]","{6: 1597, 8: 492, 118: 89, 4: 495, 14: 306, 58: 73, 22: 118, 352: 26, 188: 45, 40: 71, 2206: 5, 224: 18, 248: 26, 1102: 5, 232: 8, 3632: 3, 772: 3, 4510: 1, 4502: 1, 1: 1, 3: 1}",023678
0301001000,3384,33427,2821,6729,"[5, 6, 26, 54, 120, 207, 342, 978, 2490, 6729]","{18: 377, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1, 25: 1}",023678
0301001010,3384,10493,4286,10224,"[4, 6, 32, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 31: 1}",023678
0310000000,3384,6378,13710,1938,"[12, 13, 14, 36, 762, 1938]","{9: 988, 24: 492, 8: 492, 20: 306, 4: 495, 65: 162, 56: 118, 12: 118, 310: 26, 94: 70, 1420: 18, 194: 29, 563: 18, 6335: 5, 840: 15, 1537: 8, 6089: 5, 3040: 5, 1260: 3, 9964: 3, 13710: 1, 9138: 2, 12853: 1, 1: 1, 7635: 1, 1494: 1, 119: 1}",023678
0310000010,3384,7435,6346,3702,"[4, 12, 48, 114, 180, 546, 1362, 3702]","{6: 1597, 8: 492, 170: 89, 4: 495, 26: 306, 86: 73, 34: 118, 496: 26, 268: 45, 64: 71, 3106: 5, 320: 18, 352: 26, 1554: 5, 328: 8, 5112: 3, 1092: 3, 6346: 1, 6338: 1, 1: 1, 3: 1}",023678
0310001000,3384,42683,5563,13251,"[5, 6, 57, 150, 357, 708, 1980, 4824, 13251]","{19: 495, 2: 1293, 4: 1291, 38: 115, 622: 21, 81: 73, 317: 18, 148: 29, 1823: 5, 977: 11, 200: 16, 1213: 3, 1146: 5, 1282: 5, 5563: 2, 1: 1, 9: 1}",023678
0310001010,3384,11939,10028,23886,"[6, 102, 270, 642, 1278, 3570, 8694, 23886]","{34: 495, 2: 1293, 4: 1291, 68: 115, 1122: 21, 146: 73, 572: 18, 268: 29, 3288: 5, 1762: 11, 360: 16, 2188: 3, 2066: 5, 2312: 5, 10028: 2, 1: 1, 19: 1}",023678
0311000000,3384,2654,11542,27621,"[12, 93, 332, 783, 1425, 4110, 10092, 27621]","{10: 1597, 8: 492, 37: 377, 4: 495, 42: 115, 1236: 21, 11: 118, 127: 73, 602: 18, 239: 29, 3715: 5, 1972: 11, 388: 16, 2447: 3, 2335: 5, 2606: 5, 11542: 2, 1: 1, 1424: 1}",023678
0311000010,3384,30368,4822,2814,"[4, 12, 36, 90, 132, 414, 1038, 2814]","{6: 1597, 8: 492, 126: 89, 4: 495, 18: 306, 62: 73, 22: 118, 372: 26, 200: 45, 48: 71, 2358: 5, 240: 18, 264: 26, 1178: 5, 244: 8, 3884: 3, 828: 3, 4822: 1, 4818: 1, 1: 1, 3: 1}",023678
0311001000,3384,37332,2821,6729,"[5, 6, 21, 54, 120, 207, 342, 978, 2490, 6729]","{18: 377, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1, 20: 1}",023678
0311001010,3384,6588,4286,10224,"[6, 36, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 35: 1}",023678
0400000000,3384,6386,12959,7584,"[12, 13, 14, 62, 88, 114, 684, 1653, 7584]","{9: 1597, 32: 376, 8: 492, 137: 89, 4: 495, 58: 115, 20: 118, 338: 26, 6564: 5, 110: 29, 711: 18, 3239: 5, 1358: 8, 10431: 3, 2050: 3, 12959: 1, 12312: 1, 1: 1, 24: 1, 66: 1}",023678
0400000010,3384,7435,6034,3522,"[8, 12, 44, 102, 180, 522, 1290, 3522]","{6: 1597, 8: 492, 162: 89, 4: 495, 22: 306, 82: 73, 34: 118, 476: 26, 256: 45, 56: 71, 2954: 5, 304: 18, 336: 26, 1478: 5, 316: 8, 4860: 3, 1036: 3, 6034: 1, 6022: 1, 1: 1, 3: 1}",023678
0400001000,3384,39653,3540,2052,"[5, 6, 41, 72, 93, 294, 768, 2052]","{98: 89, 2: 1293, 4: 1291, 24: 306, 55: 73, 19: 118, 270: 26, 153: 45, 48: 71, 1734: 5, 189: 18, 196: 26, 873: 5, 184: 8, 2851: 3, 622: 3, 3535: 1, 3540: 1, 1: 1, 9: 1}",023678
0400001010,3384,11939,10156,24210,"[6, 90, 278, 654, 1290, 3618, 8814, 24210]","{38: 377, 2: 1293, 4: 1291, 60: 115, 1130: 21, 30: 118, 142: 73, 572: 18, 264: 29, 3324: 5, 1778: 11, 360: 16, 2208: 3, 2086: 5, 2336: 5, 10156: 2, 1: 1, 19: 1}",023678
0401000000,3384,2654,11318,27054,"[12, 114, 318, 762, 1404, 4026, 9882, 27054]","{10: 1597, 8: 492, 30: 377, 4: 495, 56: 115, 1222: 21, 18: 118, 134: 73, 602: 18, 246: 29, 3652: 5, 1944: 11, 388: 16, 2412: 3, 2300: 5, 2564: 5, 11318: 2, 1: 1, 1403: 1}",023678
0401000010,3384,30368,4510,2634,"[4, 8, 12, 32, 78, 132, 390, 966, 2634]","{6: 1597, 8: 492, 118: 89, 4: 495, 14: 306, 58: 73, 22: 118, 352: 26, 188: 45, 40: 71, 2206: 5, 224: 18, 248: 26, 1102: 5, 232: 8, 3632: 3, 772: 3, 4510: 1, 4502: 1, 1: 1, 3: 1}",023678
0401001000,3384,37332,2821,6729,"[5, 6, 12, 14, 54, 120, 207, 342, 978, 2490, 6729]","{18: 377, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1, 13: 1}",023678
0401001010,3384,6588,4286,10224,"[6, 36, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 35: 1}",023678
0410000000,3384,9682,10515,6165,"[12, 13, 14, 26, 27, 36, 528, 1311, 6165]","{9: 988, 24: 492, 8: 492, 110: 118, 4: 495, 17: 609, 12: 118, 286: 26, 5355: 5, 632: 18, 2687: 5, 1200: 8, 8460: 3, 1682: 3, 10515: 1, 9947: 1, 1: 1, 66: 1}",023678
0410000010,3384,3530,6658,3882,"[12, 52, 126, 180, 570, 1434, 3882]","{6: 1597, 8: 492, 178: 89, 4: 495, 30: 306, 90: 73, 34: 118, 516: 26, 280: 45, 72: 71, 3258: 5, 336: 18, 368: 26, 1630: 5, 340: 8, 5364: 3, 1148: 3, 6658: 1, 6654: 1, 1: 1, 3: 1}",023678
0410001000,3384,43558,3145,1827,"[5, 6, 36, 57, 93, 264, 678, 1827]","{88: 89, 2: 1293, 4: 1291, 19: 424, 50: 73, 245: 26, 138: 45, 38: 71, 1544: 5, 169: 26, 176: 26, 778: 5, 2536: 3, 552: 3, 3145: 2, 1: 1, 9: 1}",023678
0410001010,3384,12814,5650,3282,"[6, 66, 102, 168, 474, 1218, 3282]","{158: 89, 2: 1293, 4: 1291, 34: 424, 90: 73, 440: 26, 248: 45, 68: 71, 2774: 5, 304: 26, 316: 26, 1398: 5, 4556: 3, 992: 3, 5650: 2, 1: 1, 19: 1}",023678
0411000000,3384,6559,10660,25500,"[7, 12, 93, 304, 720, 1320, 3795, 9315, 25500]","{10: 1597, 8: 492, 30: 377, 4: 495, 42: 115, 1145: 21, 11: 118, 120: 73, 560: 18, 225: 29, 3435: 5, 1825: 11, 360: 16, 2265: 3, 2160: 5, 2410: 5, 10660: 2, 1: 1, 1319: 1}",023678
0411000010,3384,26463,5134,2994,"[4, 12, 40, 102, 132, 438, 1110, 2994]","{6: 1597, 8: 492, 134: 89, 4: 495, 22: 424, 66: 73, 392: 26, 212: 45, 56: 71, 2510: 5, 256: 26, 280: 26, 1254: 5, 4136: 3, 884: 3, 5134: 2, 1: 1, 3: 1}",023678
0411001000,3384,41237,2821,6729,"[5, 6, 7, 14, 54, 120, 207, 342, 978, 2490, 6729]","{18: 377, 2: 1293, 9: 306, 7: 495, 52: 115, 27: 189, 4: 304, 286: 21, 29: 73, 36: 115, 143: 18, 34: 29, 869: 5, 469: 11, 98: 16, 583: 3, 578: 5, 612: 5, 2821: 2, 1: 1, 13: 1}",023678
0411001010,3384,10493,4286,10224,"[6, 12, 24, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 23: 1}",023678
1000000000,3384,3530,6492,3792,"[12, 42, 96, 210, 570, 1374, 3792]","{4: 2092, 8: 492, 182: 89, 24: 306, 94: 73, 48: 118, 530: 26, 284: 45, 56: 71, 3182: 5, 330: 18, 372: 26, 1594: 5, 354: 8, 5228: 3, 1112: 3, 6492: 1, 6468: 1, 1: 1, 5: 1}",023678
1000000010,3384,34274,5486,3204,"[2, 12, 36, 84, 174, 480, 1164, 3204]","{4: 2092, 8: 492, 152: 89, 20: 306, 78: 73, 38: 118, 444: 26, 238: 45, 48: 71, 2688: 5, 278: 18, 312: 26, 1346: 5, 296: 8, 4418: 3, 940: 3, 5486: 1, 5468: 1, 1: 1, 3: 1}",023678
1000001000,3384,12262,13730,8034,"[6, 72, 78, 84, 726, 1728, 8034]","{50: 376, 2: 1293, 4: 1291, 148: 89, 56: 115, 28: 118, 384: 26, 6978: 5, 142: 29, 800: 18, 3478: 5, 1508: 8, 11052: 3, 2196: 3, 13730: 1, 13022: 1, 1: 1, 41: 1, 90: 1}",023678
1000001010,3384,43006,11188,6546,"[2, 6, 60, 66, 72, 594, 1410, 6546]","{42: 376, 2: 1293, 4: 1291, 120: 89, 48: 115, 24: 118, 312: 26, 5684: 5, 114: 29, 648: 18, 2830: 5, 1222: 8, 9006: 3, 1788: 3, 11188: 1, 10614: 1, 1: 1, 33: 1, 72: 1}",023678
1001000000,3384,26463,4206,2460,"[6, 12, 24, 60, 138, 372, 888, 2460]","{4: 2092, 8: 492, 116: 89, 12: 306, 58: 73, 30: 118, 344: 26, 182: 45, 32: 71, 2060: 5, 210: 18, 240: 26, 1030: 5, 228: 8, 3386: 3, 716: 3, 4206: 1, 4188: 1, 1: 1, 5: 1}",023678
1001000010,3384,57207,3962,2316,"[2, 4, 12, 24, 60, 126, 348, 840, 2316]","{4: 2092, 8: 492, 108: 89, 12: 306, 54: 73, 26: 118, 320: 26, 170: 45, 32: 71, 1940: 5, 198: 18, 224: 26, 970: 5, 212: 8, 3190: 3, 676: 3, 3962: 1, 3948: 1, 1: 1, 3: 1}",023678
1001001000,3384,10493,4286,10224,"[6, 12, 24, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 11: 1}",023678
1001001010,3384,41237,3700,8826,"[2, 6, 10, 20, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 9: 1}",023678
1010000000,3384,2655,11330,27054,"[12, 114, 318, 762, 1404, 4026, 9882, 27054]","{4: 2092, 8: 492, 42: 377, 68: 115, 1234: 21, 30: 118, 146: 73, 614: 18, 258: 29, 3664: 5, 1956: 11, 400: 16, 2424: 3, 2312: 5, 2576: 5, 11330: 2, 1: 1, 5: 1}",023678
1010000010,3384,33399,9540,22782,"[2, 12, 96, 268, 642, 1182, 3390, 8322, 22782]","{4: 2092, 8: 492, 34: 377, 56: 115, 1038: 21, 24: 118, 122: 73, 516: 18, 216: 29, 3084: 5, 1646: 11, 336: 16, 2040: 3, 1946: 5, 2168: 5, 9540: 2, 1: 1, 3: 1}",023678
1010001000,3384,13031,5744,13518,"[6, 102, 234, 402, 702, 1974, 4986, 13518]","{658: 21, 2: 1293, 4: 1291, 34: 306, 68: 304, 134: 73, 368: 18, 156: 29, 1840: 5, 1026: 11, 268: 16, 1260: 3, 1238: 5, 1316: 5, 5744: 2, 1: 1, 41: 1}",023678
1010001010,3384,43775,4714,11094,"[2, 6, 84, 192, 330, 576, 1620, 4092, 11094]","{540: 21, 2: 1293, 4: 1291, 28: 306, 56: 304, 110: 73, 302: 18, 128: 29, 1510: 5, 842: 11, 220: 16, 1034: 3, 1016: 5, 1080: 5, 4714: 2, 1: 1, 33: 1}",023678
1011000000,3384,25588,7280,17388,"[6, 12, 78, 204, 492, 900, 2586, 6354, 17388]","{4: 2092, 8: 492, 24: 377, 44: 115, 790: 21, 18: 118, 92: 73, 392: 18, 162: 29, 2350: 5, 1254: 11, 256: 16, 1554: 3, 1484: 5, 1652: 5, 7280: 2, 1: 1, 5: 1}",023678
1011000010,3384,56332,6840,16338,"[2, 4, 12, 72, 192, 462, 846, 2430, 5970, 16338]","{4: 2092, 8: 492, 22: 377, 40: 115, 742: 21, 16: 118, 86: 73, 368: 18, 152: 29, 2208: 5, 1178: 11, 240: 16, 1460: 3, 1394: 5, 1552: 5, 6840: 2, 1: 1, 3: 1}",023678
1011001000,3384,14398,4286,10224,"[6, 12, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 11: 1}",023678
1011001010,3384,45142,3700,8826,"[2, 6, 10, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 9: 1}",023678
1100000000,3384,7435,6126,3576,"[6, 12, 42, 96, 192, 534, 1302, 3576]","{4: 2092, 8: 492, 170: 89, 24: 306, 88: 73, 42: 118, 494: 26, 266: 45, 56: 71, 3002: 5, 312: 18, 348: 26, 1504: 5, 330: 8, 4934: 3, 1052: 3, 6126: 1, 6108: 1, 1: 1, 5: 1}",023678
1100000010,3384,38179,5242,3060,"[2, 4, 12, 36, 84, 162, 456, 1116, 3060]","{4: 2092, 8: 492, 144: 89, 20: 306, 74: 73, 34: 118, 420: 26, 226: 45, 48: 71, 2568: 5, 266: 18, 296: 26, 1286: 5, 280: 8, 4222: 3, 900: 3, 5242: 1, 5228: 1, 1: 1, 3: 1}",023678
1100001000,3384,11939,10208,24318,"[6, 84, 276, 642, 1314, 3642, 8838, 24318]","{34: 377, 2: 1293, 4: 1291, 56: 115, 1146: 21, 28: 118, 146: 73, 584: 18, 280: 29, 3360: 5, 1798: 11, 360: 16, 2236: 3, 2102: 5, 2360: 5, 10208: 2, 1: 1, 25: 1}",023678
1100001010,3384,42683,8362,19920,"[2, 6, 72, 226, 528, 1074, 2982, 7242, 19920]","{28: 377, 2: 1293, 4: 1291, 48: 115, 938: 21, 24: 118, 120: 73, 478: 18, 228: 29, 2750: 5, 1472: 11, 296: 16, 1830: 3, 1722: 5, 1932: 5, 8362: 2, 1: 1, 19: 1}",023678
1101000000,3384,30368,3840,2244,"[6, 12, 24, 60, 120, 336, 816, 2244]","{4: 2092, 8: 492, 104: 89, 12: 306, 52: 73, 24: 118, 308: 26, 164: 45, 32: 71, 1880: 5, 192: 18, 216: 26, 940: 5, 204: 8, 3092: 3, 656: 3, 3840: 1, 3828: 1, 1: 1, 5: 1}",023678
1101000010,3384,61112,3718,2172,"[2, 4, 12, 24, 60, 114, 324, 792, 2172]","{4: 2092, 8: 492, 100: 89, 12: 306, 50: 73, 22: 118, 296: 26, 158: 45, 32: 71, 1820: 5, 186: 18, 208: 26, 910: 5, 196: 8, 2994: 3, 636: 3, 3718: 1, 3708: 1, 1: 1, 3: 1}",023678
